name,lon,lat
5号线青宜居,114.42725294169125,30.649557984013506
5号线张家湾,116.25634983295724,40.71837344701048
5号线工人村,104.09088298434193,30.681496849267636
5号线光霞,119.14109267359335,26.162571728651753
5号线武钢站,114.4891350523404,30.459374578271615
5号线中医药大学,116.43885425155301,39.87018508989895
4号线武汉火车站,114.37703380096977,30.60182013002603
4号线杨春湖,114.422720271749,30.610970104852613
4号线园林路,120.43892685185289,36.19156478895238
4号线罗家港,120.49835883422358,31.010494795422745
4号线岳家嘴,114.36928977865992,30.58183006654155
4号线东亭,120.53290452006805,30.828343821539833
4号线青鱼嘴,112.32887054435244,28.86299104996741
4号线洪山广场,114.34327267361636,30.551380576887185
4号线中南路,120.43892685185289,36.19156478895238
4号线梅苑小区,116.63586073464077,40.33986252185668
4号线武昌火车站,114.32459746258859,30.542746751856947
4号线钟家村,121.22443914572588,31.38269667943434
4号线汉阳火车站,114.20867697551175,30.570244535719568
4号线五里墩,104.0401900772945,30.69784815292824
4号线七里庙,114.22362531818109,30.477786373761963
4号线十里铺,107.20415090044699,34.37397894628955
4号线王家湾,114.85688183489582,40.27160209628052
4号线永安堂,116.4233035052087,39.94854529274993
4号线孟家铺,118.80736446765342,39.345942532056437
4号线黄金口,121.5437578290856,31.223538859526746
4号线新天,104.05812411798735,30.741480368620065
4号线集贤,131.1474344994225,46.73451778855666
4号线知音,121.49461620582339,31.220179296620264
4号线新农,116.10700591310955,39.936821350929147
4号线凤凰路,120.43892685185289,36.19156478895238
4号线蔡甸广场,114.04872397776068,30.579729886201048
4号线新庙村,104.29021284480069,30.396853303953646
4号线柏林,115.59348408866704,40.02725884438465
3号线市民之家,121.43727197528841,31.202706869114118
3号线罗家庄,114.55209601297868,22.497871552077429
3号线赵家条,114.30760897827554,30.629845895024496
3号线范湖,114.2338801942219,30.619724126607819
3号线武汉商务区,114.25337036954969,30.604235321436268
3号线双墩,103.69436437460743,30.522738868601306
3号线宗关,114.2321874273189,30.594396998910587
3号线王家湾,121.7586016053628,31.047400386481017
3号线龙阳村,114.21437807143083,30.558888742011825
3号线陶家岭,105.6723339346506,30.077535371380134
3号线汉阳客运站,118.79530570431801,32.043461667969967
3号线三角湖,114.17234959051879,30.51615742130406
3号线体育中心,116.86698881354173,40.34805972658087
3号线东风公司,116.31529161001113,39.87650549050915
2号线佛祖岭,114.4520355737616,30.442997560823195
2号线天河机场,114.2235140181284,30.776541853546726
2号线航空总部,121.35719899840112,31.20166487380355
2号线秀湖,121.09128599780992,29.73121978228262
2号线宋家岗,106.74714343955916,29.66057466220463
2号线金融港北,114.42719482132475,30.467683596773765
2号线盘龙城,114.27731263681548,30.728715130703156
2号线武汉东站,114.43644027146398,30.49341156406579
2号线常青城,114.2611489766217,30.666669347087109
2号线金银潭,114.28499799977556,30.66418987433805
2号线华中科技大学,120.94671048035876,31.44308780683232
2号线常青花园,114.25718996457812,30.644653858297557
2号线光谷广场,114.39609252016114,30.51836041296448
2号线汉口火车站,114.26181327354631,30.621623370128554
2号线杨家湾,116.69906640862833,39.80565036933709
2号线范湖,114.2338801942219,30.619724126607819
2号线虎泉,114.38645972068598,30.515391993564856
2号线王家墩东,121.5565806910878,30.878851874560004
2号线广埠屯,114.36952459572022,30.52941248799092
2号线中山公园,116.40058203513095,39.916702297015678
2号线宝通寺,121.43585804241573,31.385585910490975
2号线循礼门,114.29045888880124,30.591794492829338
2号线洪山广场,114.34327267361636,30.551380576887185
2号线积玉桥,114.31940570589367,30.56808657646491
2号线小龟山,118.68925975072907,32.149558020183679
2号线螃蟹岬,118.73193608957489,32.13525750306621
1号线汉口北,119.28223659120768,25.618733890009229
1号线径河,114.16675436771934,30.682716783974898
1号线滠口新城,114.34934883362722,30.69073470756862
1号线码头潭公园,113.24285687501065,23.197499059855184
1号线堤角,114.34299314248303,30.66197221078624
1号线新荣,113.14644373539272,40.261971219328469
1号线丹水池,114.34206186916083,30.656906789350346
1号线额头湾,114.16238477732716,30.624678085887596
1号线徐州新村,117.01773714422372,34.56336320258524
1号线竹叶海,114.17004373010524,30.620181362533505
1号线舵落口,114.17633016189461,30.613352897817518
1号线循礼门,114.29045888880124,30.591794492829338
1号线宗关,114.2321874273189,30.594396998910587
1号线太平洋,116.5160308219845,39.80534010052295
16号线周家河,103.29369047307545,30.491958917540737
16号线国博中心南,118.90292647729652,32.116389283712297
16号线湾湖,115.09283523656718,26.31023696535227
16号线老关村,105.69819731808,30.25356434064871
16号线南太子湖,114.20977048280905,30.4948823152351
16号线马影河 ,114.03843550509379,30.321001678827864
16号线沌口,114.15769490392067,30.495701273898818
16号线桂子湖,114.09782742303874,30.362538973715183
16号线小军山,108.89685932376074,34.29235171650744
16号线大军山,114.09131776233014,30.41161104723722
16号线枫林,113.4329954530896,27.79568935597396
11号线葛店南站,114.66679571779582,30.49611825787089
11号线武汉东站,114.43644027146398,30.49341156406579
11号线左岭,114.61734687404916,30.530992807549123
11号线湖口,116.25847134558812,29.737131514561978
11号线光谷同济医院,116.55394120094715,39.81994822541635
11号线光谷生物园,114.54766953767607,30.48425148022685
11号线豹澥,114.54865057712351,30.4851982059892
7号线青龙山地铁小镇,116.63597751435707,40.382166521290397
7号线园博园北,116.19727474736566,39.8818995615281
7号线园博园,116.19727474736566,39.8818995615281
7号线北华街,120.29989323349597,30.37354791568656
7号线常码头,114.24437949919197,30.617657563945199
7号线谭鑫培公园,114.33031769241504,30.375271698365017
7号线武汉商务区,114.25337036954969,30.604235321436268
7号线江夏客厅,113.23874910357599,23.066833592760049
7号线王家墩东,121.5565806910878,30.878851874560004
7号线大花岭,116.11452347260034,40.41167889052492
7号线取水楼,114.27794387609734,30.597955774980407
7号线新路村,121.8394069707324,30.979778270401594
7号线香港路,120.29989323349597,30.37354791568656
7号线野芷湖,114.3477849735649,30.471662909382148
7号线徐家棚,114.33715685595047,30.588382412792226
7号线湖工大,113.17869394165708,27.836528520497479
7号线湖北大学,114.27411457936941,30.59283046766351
7号线建安街,120.29989323349597,30.37354791568656
7号线瑞安街,120.29989323349597,30.37354791568656
7号线螃蟹岬,118.73193608957489,32.13525750306621
7号线武昌火车站,114.32459746258859,30.542746751856947
7号线小东门,121.50766041030322,31.22568025159793
